millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
5194702,1727108228.40,122.21,40.42,-34.11,
5195103,1727108228.80,107.90,44.71,-5.40,
5195504,1727108229.20,83.89,48.83,11.77,
5195904,1727108229.60,77.55,52.69,18.44,
5196303,1727108230.00,60.40,24.06,28.17,
5196703,1727108230.40,59.91,18.25,19.56,
5197109,1727108230.80,125.45,30.87,10.72,
5197503,1727108231.20,163.75,41.91,25.13,
5197903,1727108231.60,205.99,51.43,33.73,
5198307,1727108232.00,223.39,59.49,38.35,
5198707,1727108232.40,207.67,66.15,39.65,
5199106,1727108232.80,177.93,55.41,23.91,
5199506,1727108233.20,177.51,63.06,12.69,
5199906,1727108233.60,160.11,53.05,32.14,
5200306,1727108234.00,168.51,61.21,47.15,
5200706,1727108234.40,210.53,67.63,45.69,
5201106,1727108234.80,226.43,72.41,47.10,
5201505,1727108235.20,219.77,75.71,33.74,
5201905,1727108235.60,168.85,61.56,3.40,
5202307,1727108236.00,148.42,49.71,-12.21,
5202706,1727108236.40,153.45,72.08,-22.80,
5203107,1727108236.80,124.84,73.04,-31.80,
5203507,1727108237.20,109.79,72.79,-44.64,
5203906,1727108237.60,39.52,71.48,-48.61,
5204306,1727108238.00,-21.00,53.14,-52.45,
5204732,1727108238.40,-45.71,53.61,-60.49,
5205106,1727108238.80,-94.87,52.99,-58.23,
5205509,1727108239.20,-108.97,51.40,-60.17,
5205906,1727108239.60,-108.93,48.98,-52.83,
5206306,1727108240.00,-122.53,29.76,-45.24,
5206708,1727108240.40,-186.04,13.50,-33.08,
5207108,1727108240.80,-211.23,-0.09,-37.97,
5207505,1727108241.20,-177.24,4.79,-42.07,
5207905,1727108241.60,-162.50,-7.81,-35.52,
5208307,1727108242.00,-149.94,-2.01,-29.43,
5208708,1727108242.40,-125.85,2.30,-23.75,
5209107,1727108242.80,-80.42,5.29,-4.17,
5209508,1727108243.20,-123.32,-8.95,24.41,
5209908,1727108243.60,-118.08,-4.55,51.55,
5210307,1727108244.00,-152.87,-33.59,81.39,
5210709,1727108244.40,-192.04,-40.55,84.98,
5211107,1727108244.80,-116.59,-13.54,95.96,
5211507,1727108245.20,-133.90,-8.12,96.42,
5211907,1727108245.60,-133.01,-4.06,62.40,
5212309,1727108246.00,-157.58,-17.28,54.12,
5212710,1727108246.40,-148.23,-11.91,47.81,
5213108,1727108246.80,-151.87,-7.83,37.80,
5213508,1727108247.20,-87.00,11.19,21.41,
5213908,1727108247.60,-112.32,9.59,20.79,
5214308,1727108248.00,-64.46,7.53,22.95,
5214708,1727108248.40,-12.46,5.11,13.89,
5215108,1727108248.80,-49.34,18.51,9.39,
5215509,1727108249.20,-64.57,-4.00,-10.13,
5215910,1727108249.60,-10.18,9.50,-5.52,
5216311,1727108250.00,-31.53,3.28,16.57,
5216713,1727108250.40,-113.11,-18.64,30.73,
5217109,1727108250.80,-97.17,-20.52,38.20,
5217509,1727108251.20,-121.16,-22.38,51.70,
5217909,1727108251.60,-124.63,-40.25,33.05,
5218311,1727108252.00,-84.52,-38.38,27.37,
5218711,1727108252.40,-140.63,-52.87,30.40,
5219110,1727108252.80,-154.48,-64.02,29.56,
5219510,1727108253.20,-135.66,-56.10,37.20,
5219911,1727108253.60,-180.14,-65.17,65.73,
5220310,1727108254.00,-79.27,-55.40,55.77,
5220711,1727108254.40,-7.68,-30.69,54.40,
5221112,1727108254.80,105.15,5.54,51.80,
5221513,1727108255.20,182.49,1.96,51.74,
5221910,1727108255.60,295.69,14.78,32.19,
5222310,1727108256.00,368.77,40.46,15.22,
5222711,1727108256.40,329.03,27.58,3.31,
5223111,1727108256.80,160.83,-15.99,-10.58,
5223511,1727108257.20,102.09,-34.98,-11.48,
5223911,1727108257.60,66.12,-33.81,-12.68,
5224313,1727108258.00,89.31,-48.65,-40.91,
5224739,1727108258.40,-10.46,-59.84,-49.98,
5225112,1727108258.80,-89.63,-67.80,-39.87,
5225511,1727108259.20,-46.79,-72.90,-46.73,
5225910,1727108259.60,-36.52,-59.41,-39.30,
5226310,1727108260.00,26.13,-31.21,-29.48,
5226710,1727108260.40,-14.44,-40.01,-33.11,
5227110,1727108260.80,-203.02,-79.12,-36.69,
5227510,1727108261.20,-166.37,-59.37,-44.60,
5227911,1727108261.60,-170.38,-57.97,-62.00,
5228311,1727108262.00,-129.77,-55.13,-75.86,
5228714,1727108262.40,-79.02,-35.00,-79.32,
5229112,1727108262.80,-60.38,-33.55,-78.74,
5229516,1727108263.20,-107.05,-47.01,-58.72,
5229913,1727108263.60,-86.93,-55.98,-50.28,
5230313,1727108264.00,-14.39,-28.87,-27.08,
5230714,1727108264.40,46.92,10.59,-4.11,
5231112,1727108264.80,97.93,10.88,12.84,
5231514,1727108265.20,165.45,11.94,7.62,
5231913,1727108265.60,232.09,29.70,-0.96,
5232312,1727108266.00,178.38,28.30,-4.91,
5232711,1727108266.40,238.22,27.64,-4.14,
5233112,1727108266.80,269.58,43.67,5.77,
5233514,1727108267.20,264.56,72.70,9.39,
5233911,1727108267.60,138.08,63.22,28.46,
5234312,1727108268.00,165.11,71.25,43.38,
5234712,1727108268.40,66.89,44.81,44.78,
5235113,1727108268.80,196.39,71.67,30.78,
5235512,1727108269.20,257.01,92.37,39.55,
5235912,1727108269.60,300.05,91.48,24.32,
5236313,1727108270.00,262.37,89.26,29.47,
5236713,1727108270.40,277.42,85.90,26.68,
5237113,1727108270.80,282.13,97.66,21.11,
5237514,1727108271.20,199.33,105.07,25.91,
5237914,1727108271.60,153.19,92.59,21.91,
5238313,1727108272.00,58.45,64.27,14.46,
5238715,1727108272.40,69.54,72.00,14.22,
5239117,1727108272.80,125.72,76.19,1.86,
5239516,1727108273.20,46.77,45.13,-10.14,
5239914,1727108273.60,31.65,34.63,-21.59,
5240316,1727108274.00,-10.80,24.68,2.52,
5240715,1727108274.40,-22.54,15.31,32.28,
5241114,1727108274.80,-48.83,6.54,52.49,
5241515,1727108275.20,-112.20,-1.60,52.01,
5241914,1727108275.60,-137.80,-9.09,43.81,
5242315,1727108276.00,-159.31,-15.94,45.61,
5242714,1727108276.40,-164.47,-38.22,23.12,
5243113,1727108276.80,-141.97,-40.21,-8.58,
5243514,1727108277.20,-163.81,-58.04,-39.86,
5243914,1727108277.60,-168.76,-55.97,-70.99,
5244314,1727108278.00,-159.03,-54.02,-92.33,
5244743,1727108278.40,-98.25,-52.16,-107.02,
5245113,1727108278.80,-89.81,-34.27,-105.22,
5245514,1727108279.20,-5.49,-3.87,-103.48,
5245914,1727108279.60,19.87,19.80,-84.71,
5246315,1727108280.00,23.25,21.45,-50.75,
5246721,1727108280.40,87.47,21.45,-42.80,
5247115,1727108280.80,55.04,-12.11,-24.51,
5247514,1727108281.20,-15.01,-23.62,-19.71,
5247914,1727108281.60,-61.09,-33.26,-13.29,
5248312,1727108282.00,-126.27,-25.10,-2.98,
5248717,1727108282.40,-127.53,-35.00,28.13,
5249117,1727108282.80,-115.82,-26.95,40.38,
5249517,1727108283.20,-146.58,-36.85,43.47,
5249916,1727108283.60,-145.35,-44.79,37.30,
5250315,1727108284.00,-156.75,-34.87,42.58,
5250715,1727108284.40,-139.44,-26.87,50.61,
5251115,1727108284.80,-190.45,-36.66,66.87,
5251515,1727108285.20,-217.18,-44.36,51.77,
5251916,1727108285.60,-144.04,-34.08,16.24,
5252317,1727108286.00,-58.29,-41.74,0.80,
5252718,1727108286.40,49.23,-47.47,-29.49,
5253116,1727108286.80,80.73,-51.47,-29.88,
5253515,1727108287.20,75.51,-53.92,-25.92,
5253916,1727108287.60,67.65,-71.09,-30.12,
5254314,1727108288.00,71.16,-67.42,-33.59,
5254715,1727108288.40,83.58,-63.09,-39.91,
5255115,1727108288.80,23.23,-74.30,-36.71,
5255514,1727108289.20,-28.11,-97.63,-41.07,
5255915,1727108289.60,-83.64,-81.76,-43.29,
5256315,1727108290.00,-168.06,-50.74,-15.07,
5256714,1727108290.40,-234.30,-56.38,0.35,
5257116,1727108290.80,-311.06,-42.93,7.88,
5257517,1727108291.20,-353.96,-46.54,8.93,
5257915,1727108291.60,-395.08,-47.56,26.21,
5258316,1727108292.00,-432.41,-62.46,30.20,
5258716,1727108292.40,-452.73,-39.80,26.10,
5259118,1727108292.80,-484.18,-19.56,36.14,
5259518,1727108293.20,-510.58,-17.70,49.21,
5259917,1727108293.60,-491.31,-14.47,69.74,
5260317,1727108294.00,-488.59,-10.13,88.58,
5260717,1727108294.40,-432.21,-4.94,93.03,
5261117,1727108294.80,-346.58,33.06,100.01,
5261517,1727108295.20,-251.10,32.22,76.55,
5261917,1727108295.60,-280.53,32.43,55.88,
5262317,1727108296.00,-224.74,33.47,27.95,
5262717,1727108296.40,-180.76,19.08,10.83,
5263119,1727108296.80,-146.64,24.80,-19.64,
5263517,1727108297.20,-133.16,14.36,-52.12,
5263916,1727108297.60,-70.81,23.39,-80.10,
5264319,1727108298.00,-62.22,15.66,-103.78,
5264744,1727108298.40,34.83,26.86,-116.24,
5265117,1727108298.80,109.87,36.90,-124.62,
5265518,1727108299.20,190.85,45.81,-115.98,
5265918,1727108299.60,183.77,53.57,-93.71,
5266319,1727108300.00,251.02,44.14,-78.70,
5266717,1727108300.40,283.45,37.17,-78.65,
5267117,1727108300.80,313.95,48.39,-64.53,
5267518,1727108301.20,316.17,57.82,-47.38,
5267917,1727108301.60,334.79,65.58,-23.58,
5268318,1727108302.00,273.87,71.75,-13.66,
5268720,1727108302.40,320.09,76.44,1.05,
5269119,1727108302.80,347.34,95.85,6.81,
5269520,1727108303.20,292.36,94.34,21.39,
5269919,1727108303.60,276.94,92.06,47.18,
5270319,1727108304.00,293.33,89.09,53.70,
5270720,1727108304.40,296.19,85.49,61.54,
5271120,1727108304.80,300.37,81.34,76.47,
5271519,1727108305.20,291.81,60.64,67.20,
5271919,1727108305.60,351.56,59.16,55.61,
5272322,1727108306.00,320.54,56.96,43.25,
5272721,1727108306.40,334.97,54.12,21.55,
5273120,1727108306.80,319.90,50.73,2.61,
5273521,1727108307.20,411.56,79.04,-18.16,
5273920,1727108307.60,469.24,99.88,-7.76,
5274320,1727108308.00,444.19,81.93,10.47,
5274721,1727108308.40,471.54,81.37,15.80,
5275120,1727108308.80,486.91,62.44,23.20,
5275522,1727108309.20,505.00,45.13,24.01,
5275922,1727108309.60,510.71,45.47,30.23,
5276320,1727108310.00,505.52,27.66,41.52,
5276722,1727108310.40,490.87,27.77,37.81,
5277121,1727108310.80,415.37,9.97,41.77,
5277519,1727108311.20,358.04,-5.79,58.88,
5277919,1727108311.60,314.89,-19.63,42.30,
5278319,1727108312.00,284.27,-47.74,26.70,
5278721,1727108312.40,236.88,-54.52,26.47,
5279121,1727108312.80,177.38,-60.11,35.85,
5279521,1727108313.20,94.61,-64.59,50.89,
5279921,1727108313.60,34.75,-68.04,62.92,
5280325,1727108314.00,6.73,-86.62,79.33,
5280722,1727108314.40,-7.98,-68.60,93.42,
5281121,1727108314.80,-64.68,-53.72,102.51,
5281522,1727108315.20,-62.00,-57.72,103.67,
5281923,1727108315.60,-117.38,-44.55,76.81,
5282322,1727108316.00,-139.62,-33.94,58.29,
5282721,1727108316.40,-212.63,-25.58,58.37,
5283121,1727108316.80,-260.42,-35.28,33.00,
5283522,1727108317.20,-299.36,-27.05,-6.95,
5283923,1727108317.60,-330.21,-20.69,-21.15,
5284322,1727108318.00,-392.98,-32.04,-45.69,
5284746,1727108318.40,-387.64,-25.15,-74.41,
5285121,1727108318.80,-393.56,-19.85,-80.78,
5285523,1727108319.20,-407.10,-32.02,-88.69,
5285923,1727108319.60,-361.71,-25.72,-103.81,
5286322,1727108320.00,-360.80,-36.90,-99.27,
5286722,1727108320.40,-355.86,-29.65,-99.49,
5287123,1727108320.80,-412.63,-39.92,-80.17,
5287521,1727108321.20,-359.89,-31.80,-83.02,
5287923,1727108321.60,-325.47,-25.14,-74.00,
5288323,1727108322.00,-292.65,-35.87,-59.12,
5288723,1727108322.40,-300.75,-44.17,-45.14,
5289123,1727108322.80,-341.08,-50.30,-45.52,
5289523,1727108323.20,-301.37,-70.56,-48.41,
5289923,1727108323.60,-236.30,-69.46,-55.85,
5290323,1727108324.00,-192.13,-67.23,-64.03,
5290723,1727108324.40,-165.35,-47.95,-58.22,
5291125,1727108324.80,-165.30,-47.51,-46.58,
5291525,1727108325.20,-95.25,-46.02,-59.94,
5291923,1727108325.60,-8.79,-43.62,-79.54,
5292324,1727108326.00,62.28,-40.48,-106.29,
5292724,1727108326.40,106.08,-20.63,-116.58,
5293124,1727108326.80,101.07,-19.94,-121.30,
5293524,1727108327.20,109.68,-2.40,-115.89,
5293924,1727108327.60,141.43,12.23,-112.99,
5294325,1727108328.00,139.09,24.22,-108.39,
5294725,1727108328.40,108.40,33.83,-99.62,
5295123,1727108328.80,121.66,57.39,-83.94,
5295524,1727108329.20,91.08,59.40,-36.93,
5295924,1727108329.60,78.61,60.12,-14.85,
5296325,1727108330.00,120.18,59.71,36.92,
5296725,1727108330.40,72.66,74.42,81.03,
5297125,1727108330.80,72.58,68.67,116.24,
5297526,1727108331.20,44.33,62.65,129.15,
5297927,1727108331.60,20.83,56.43,138.09,
5298325,1727108332.00,15.01,50.12,156.92,
5298723,1727108332.40,62.80,43.79,163.44,
5299126,1727108332.80,33.62,53.60,173.16,
5299525,1727108333.20,22.82,43.89,169.83,
5299925,1727108333.60,66.27,34.75,187.18,
5300324,1727108334.00,112.00,26.19,202.60,
5300725,1727108334.40,185.22,34.32,205.16,
5301127,1727108334.80,174.10,7.34,218.49,
5301527,1727108335.20,147.16,1.01,202.32,
5301926,1727108335.60,95.34,-4.74,181.29,
5302325,1727108336.00,37.01,-9.90,169.93,
5302726,1727108336.40,79.16,1.59,144.82,
5303126,1727108336.80,31.92,-5.99,108.96,
5303527,1727108337.20,-34.25,3.47,71.28,
5303927,1727108337.60,-62.38,10.27,53.33,
5304328,1727108338.00,-71.88,-1.32,33.57,
5304755,1727108338.40,-92.98,4.75,16.22,
5305126,1727108338.80,-148.79,8.75,-2.50,
5305526,1727108339.20,-139.00,10.97,-19.31,
5305927,1727108339.60,-168.72,11.68,-16.40,
5306328,1727108340.00,-216.76,11.13,-8.52,
5306735,1727108340.40,-237.97,9.55,-13.86,
5307129,1727108340.80,-224.36,7.15,-29.73,
5307528,1727108341.20,-234.64,4.10,-28.73,
5307936,1727108341.60,-172.36,16.66,-41.95,
5308327,1727108342.00,-157.49,9.26,-39.50,
5308727,1727108342.40,-167.28,18.15,-38.83,
5309129,1727108342.80,-117.73,7.69,-27.12,
5309534,1727108343.20,-61.64,-2.02,-26.49,
5309931,1727108343.60,-0.44,-10.93,-49.07,
5310332,1727108344.00,88.64,-35.10,-59.40,
5310729,1727108344.40,147.18,-38.81,-46.26,
5311129,1727108344.80,218.28,-26.00,-39.59,
5311528,1727108345.20,180.61,-64.53,-44.50,
5311928,1727108345.60,277.93,-62.92,-88.09,
5312328,1727108346.00,350.59,-45.16,-105.38,
5312728,1727108346.40,401.47,-30.87,-119.00,
5313129,1727108346.80,407.32,-2.63,-137.31,
5313529,1727108347.20,402.25,2.21,-148.10,
5313930,1727108347.60,387.93,-10.92,-160.50,
5314330,1727108348.00,339.07,-22.09,-160.31,
5314730,1727108348.40,303.21,-15.34,-143.58,
5315130,1727108348.80,226.16,-26.53,-128.03,
5315530,1727108349.20,128.92,-51.83,-122.52,
5315929,1727108349.60,83.37,-39.58,-107.12,
5316329,1727108350.00,66.58,-45.69,-108.98,
5316728,1727108350.40,-4.77,-50.24,-96.77,
5317129,1727108350.80,-28.23,-53.37,-88.56,
5317530,1727108351.20,-63.81,-39.12,-84.48,
5317930,1727108351.60,-121.82,-27.28,-59.52,
5318328,1727108352.00,-132.19,-33.64,-30.73,
5318730,1727108352.40,-155.02,-38.32,-22.64,
5319132,1727108352.80,-162.23,-25.41,-17.85,
5319530,1727108353.20,-169.16,-30.79,-2.33,
5319931,1727108353.60,-136.26,-18.48,20.62,
5320331,1727108354.00,-111.35,-24.39,48.16,
5320731,1727108354.40,-132.61,-44.72,55.52,
5321129,1727108354.80,-137.63,-60.03,74.22,
5321531,1727108355.20,-156.21,-38.69,91.72,
5321931,1727108355.60,-158.30,-52.70,83.64,
5322331,1727108356.00,-160.38,-46.39,62.30,
5322732,1727108356.40,-188.16,-56.00,25.33,
5323133,1727108356.80,-170.49,-61.98,3.42,
5323531,1727108357.20,-169.29,-64.79,6.58,
5323931,1727108357.60,-141.78,-48.80,6.53,
5324331,1727108358.00,-119.51,-34.04,-3.22,
5324758,1727108358.40,-141.07,-36.57,0.93,
5325131,1727108358.80,-144.41,-20.65,21.52,
5325532,1727108359.20,-172.20,-22.37,26.25,
5325930,1727108359.60,-180.33,-22.03,10.98,
5326329,1727108360.00,-184.77,-3.88,13.08,
5326729,1727108360.40,-185.88,12.14,29.94,
5327131,1727108360.80,-183.99,26.14,46.65,
5327530,1727108361.20,-191.97,22.15,44.06,
5327931,1727108361.60,-168.95,36.01,51.02,
5328338,1727108362.00,-147.16,47.80,71.69,
5328731,1727108362.40,-152.49,57.66,73.33,
5329133,1727108362.80,-140.72,49.64,86.38,
5329538,1727108363.20,-140.24,59.60,96.58,
5329935,1727108363.60,-161.95,67.62,122.88,
5330335,1727108364.00,-122.91,57.78,136.35,
5330737,1727108364.40,-87.56,65.95,137.25,
5331132,1727108364.80,-94.10,56.15,127.83,
5331532,1727108365.20,-82.91,48.19,114.59,
5331932,1727108365.60,-57.52,41.81,82.30,
5332332,1727108366.00,-20.17,36.82,45.97,
5332732,1727108366.40,-13.20,33.00,-13.48,
5333132,1727108366.80,-4.67,46.26,-52.71,
5333533,1727108367.20,30.96,40.73,-92.74,
5333934,1727108367.60,61.75,52.36,-125.33,
5334333,1727108368.00,62.13,45.28,-143.97,
5334733,1727108368.40,103.37,39.38,-156.21,
5335133,1727108368.80,97.85,34.50,-157.52,
5335533,1727108369.20,120.15,46.58,-160.54,
5335934,1727108369.60,99.90,39.79,-157.50,
5336332,1727108370.00,96.84,17.94,-143.20,
5336732,1727108370.40,95.10,16.63,-143.19,
5337132,1727108370.80,81.89,15.71,-141.02,
5337533,1727108371.20,72.26,15.10,-134.27,
5337933,1727108371.60,38.88,14.73,-124.66,
5338334,1727108372.00,-11.93,14.53,-102.92,
5338732,1727108372.40,-23.69,30.54,-100.33,
5339138,1727108372.80,-29.69,10.90,-89.72,
5339537,1727108373.20,8.50,-4.75,-74.53,
5339936,1727108373.60,16.16,-0.79,-56.71,
5340337,1727108374.00,51.07,2.72,-35.24,
5340736,1727108374.40,55.28,5.78,4.00,
5341134,1727108374.80,99.13,-7.67,45.11,
5341535,1727108375.20,135.36,-17.99,67.18,
5341933,1727108375.60,139.56,-25.57,82.42,
5342334,1727108376.00,155.42,-30.75,73.91,
5342735,1727108376.40,128.29,-33.86,71.53,
5343135,1727108376.80,93.94,-51.28,55.28,
5343536,1727108377.20,92.90,-47.57,29.12,
5343936,1727108377.60,79.16,-43.00,18.81,
5344334,1727108378.00,95.69,-37.78,9.81,
5344761,1727108378.40,121.75,-32.09,11.92,
5345134,1727108378.80,129.73,-26.08,2.37,
5345535,1727108379.20,122.00,-35.99,4.25,
5345936,1727108379.60,89.17,-26.21,16.19,
5346334,1727108380.00,127.08,-16.90,27.02,
5346735,1727108380.40,131.35,-24.20,40.32,
5347133,1727108380.80,133.42,-12.44,51.71,
5347535,1727108381.20,106.67,-1.71,58.63,
5347934,1727108381.60,71.53,-8.09,71.58,
5348335,1727108382.00,68.72,-11.94,55.08,
5348734,1727108382.40,26.54,2.44,50.11,
5349137,1727108382.80,-7.05,-1.03,49.98,
5349536,1727108383.20,-7.14,13.46,44.74,
5349936,1727108383.60,-45.59,9.86,53.36,
5350336,1727108384.00,-61.23,7.94,71.95,
5350737,1727108384.40,-84.99,23.48,92.71,
5351136,1727108384.80,-87.82,36.60,98.54,
5351535,1727108385.20,-73.71,31.38,87.70,
5351936,1727108385.60,-73.02,43.70,66.27,
5352335,1727108386.00,-69.60,37.61,35.82,
5352737,1727108386.40,-63.95,32.92,5.88,
5353137,1727108386.80,-56.55,45.51,-23.04,
5353539,1727108387.20,-34.39,39.45,-38.88,
5353939,1727108387.60,-14.23,50.69,-64.40,
5354336,1727108388.00,-9.45,43.33,-68.45,
5354738,1727108388.40,-3.69,37.22,-60.47,
5355137,1727108388.80,28.69,48.29,-59.90,
5355536,1727108389.20,55.77,40.65,-44.64,
5355937,1727108389.60,65.46,34.19,-30.35,
5356335,1727108390.00,99.34,44.85,-22.45,
5356736,1727108390.40,139.26,36.76,-14.44,
5357135,1727108390.80,169.59,45.92,6.04,
5357535,1727108391.20,191.32,52.55,15.54,
5357936,1727108391.60,230.45,56.92,34.79,
5358338,1727108392.00,270.73,59.29,56.06,
5358743,1727108392.40,283.86,43.81,77.54,
5359138,1727108392.80,275.39,30.36,104.00,
5359543,1727108393.20,222.50,18.73,123.02,
5359943,1727108393.60,187.46,24.85,136.39,
5360342,1727108394.00,140.32,28.93,130.46,
5360743,1727108394.40,110.98,31.20,137.58,
5361142,1727108394.80,69.47,15.82,138.71,
5361539,1727108395.20,84.11,18.73,120.49,
5361939,1727108395.60,52.99,20.10,97.67,
5362341,1727108396.00,10.65,20.13,74.15,
5362738,1727108396.40,25.32,19.04,53.99,
5363138,1727108396.80,8.39,16.99,17.17,
5363539,1727108397.20,-8.64,14.17,-10.86,
5363940,1727108397.60,-25.48,-5.37,-33.06,
5364341,1727108398.00,-41.91,-21.84,-41.18,
5364767,1727108398.40,-71.13,-19.42,-68.22,
5365141,1727108398.80,-96.59,-18.01,-83.88,
5365540,1727108399.20,-53.23,-17.44,-84.66,
5365939,1727108399.60,-99.54,-17.58,-65.35,
5366338,1727108400.00,-98.76,-18.30,-56.20,
5366744,1727108400.40,-112.04,-35.55,-33.00,
5367138,1727108400.80,-150.55,-33.51,-14.21,
5367538,1727108401.20,-181.54,-32.12,-10.96,
5367937,1727108401.60,-153.85,-15.18,-13.11,
5368340,1727108402.00,-183.22,-18.31,-1.68,
5368739,1727108402.40,-127.05,-21.39,2.50,
5369140,1727108402.80,-133.85,-24.35,-3.71,
5369546,1727108403.20,-139.02,-11.07,18.49,
5369942,1727108403.60,-142.63,-1.14,44.18,
5370339,1727108404.00,-210.89,-10.23,55.97,
5370738,1727108404.40,-171.99,-2.20,66.06,
5371140,1727108404.80,-190.78,3.26,78.94,
5371541,1727108405.20,-189.91,-9.56,95.41,
5371939,1727108405.60,-173.06,-4.61,88.32,
5372339,1727108406.00,-223.04,-17.71,73.94,
5372739,1727108406.40,-232.28,-12.83,36.00,
5373138,1727108406.80,-195.80,-9.74,-4.95,
5373539,1727108407.20,-189.26,-24.24,-34.98,
5373939,1727108407.60,-192.26,-20.36,-53.84,
5374339,1727108408.00,-125.66,-33.99,-80.28,
5374740,1727108408.40,-107.21,-45.25,-93.43,
5375140,1727108408.80,-128.43,-54.34,-108.06,
5375539,1727108409.20,-36.88,-45.35,-106.48,
5375939,1727108409.60,-0.59,-38.09,-95.38,
5376338,1727108410.00,-48.64,-32.33,-98.25,
5376741,1727108410.40,-18.36,-27.86,-86.21,
5377139,1727108410.80,8.05,-24.50,-74.89,
5377540,1727108411.20,4.06,-22.06,-71.44,
5377939,1727108411.60,29.47,-20.39,-64.47,
5378340,1727108412.00,24.34,-19.36,-40.43,
5378741,1727108412.40,21.69,-18.84,-20.16,
5379143,1727108412.80,60.44,-18.71,-19.39,
5379542,1727108413.20,66.33,-18.89,-5.66,
5379942,1727108413.60,32.32,-19.28,6.56,
5380341,1727108414.00,59.11,-35.89,1.22,
5380742,1727108414.40,54.54,-32.94,-2.92,
5381141,1727108414.80,51.71,-46.49,-18.51,
5381541,1727108415.20,89.67,-40.75,-29.53,
5381942,1727108415.60,120.13,-35.68,-32.15,
5382343,1727108416.00,91.99,-15.11,-27.03,
5382740,1727108416.40,69.23,-14.70,-47.06,
5383140,1727108416.80,115.54,-30.43,-74.25,
5383539,1727108417.20,178.61,-26.54,-87.73,
5383941,1727108417.60,161.53,-23.05,-100.54,
5384341,1727108418.00,145.58,-35.99,-115.05,
5384767,1727108418.40,156.61,-29.59,-117.93,
5385141,1727108418.80,267.48,-23.85,-119.28,
5385544,1727108419.20,311.81,-18.71,-120.08,
5385941,1727108419.60,314.81,-14.11,-103.22,
5386343,1727108420.00,375.29,6.07,-84.90,
5386741,1727108420.40,375.46,6.16,-59.37,
5387141,1727108420.80,366.01,22.33,-32.93,
5387542,1727108421.20,335.04,34.94,-6.23,
5387943,1727108421.60,327.13,44.40,16.61,
5388340,1727108422.00,231.86,35.01,32.32,
5388741,1727108422.40,146.74,26.74,45.56,
5389143,1727108422.80,19.39,19.53,72.62,
5389543,1727108423.20,29.62,29.38,64.55,
5389943,1727108423.60,-58.46,20.51,78.48,
5390343,1727108424.00,-132.42,12.87,79.31,
5390744,1727108424.40,-155.00,6.38,73.12,
5391144,1727108424.80,-82.21,17.02,71.19,
5391542,1727108425.20,-105.17,9.00,86.05,
5391943,1727108425.60,-99.85,2.25,74.65,
5392342,1727108426.00,-45.12,12.75,75.42,
5392743,1727108426.40,-4.71,20.77,63.49,
5393145,1727108426.80,-41.97,10.52,38.00,
5393543,1727108427.20,-36.23,1.91,25.37,
5393942,1727108427.60,-22.99,10.88,23.28,
5394343,1727108428.00,-55.93,1.58,32.36,
5394744,1727108428.40,6.15,-6.09,21.58,
5395143,1727108428.80,25.02,3.81,28.12,
5395544,1727108429.20,7.80,-4.59,49.30,
5395944,1727108429.60,-23.79,-11.39,54.89,
5396344,1727108430.00,-93.15,-16.74,68.33,
5396745,1727108430.40,-126.04,-20.78,85.02,
5397144,1727108430.80,-168.25,-23.66,99.36,
5397544,1727108431.20,-294.65,-41.60,102.44,
5397944,1727108431.60,-315.75,-38.99,102.52,
5398345,1727108432.00,-382.08,-35.97,93.78,
5398744,1727108432.40,-392.52,-16.56,84.25,
5399143,1727108432.80,-369.93,-16.53,65.21,
5399544,1727108433.20,-346.75,0.15,41.50,
5399944,1727108433.60,-309.69,13.77,31.45,
5400344,1727108434.00,-366.39,8.55,43.20,
5400745,1727108434.40,-444.70,4.42,41.71,
5401144,1727108434.80,-459.37,1.26,43.82,
5401545,1727108435.20,-344.22,-17.13,35.28,
5401944,1727108435.60,-335.06,-15.13,30.80,
5402345,1727108436.00,-345.27,-12.87,32.25,
5402745,1727108436.40,-383.59,-26.52,21.37,
5403144,1727108436.80,-377.72,-52.57,-38.58,
5403544,1727108437.20,-296.52,-55.75,-107.11,
5403944,1727108437.60,-181.96,-40.42,-135.38,
5404343,1727108438.00,-95.35,-26.60,-165.48,
5404771,1727108438.40,-71.08,-30.28,-156.88,
5405144,1727108438.80,-5.84,-47.86,-160.14,
5405545,1727108439.20,-13.49,-43.95,-159.22,
5405947,1727108439.60,11.97,-38.88,-148.51,
5406347,1727108440.00,11.80,-16.81,-146.04,
5406745,1727108440.40,94.94,2.39,-157.19,
5407146,1727108440.80,126.12,2.83,-148.39,
5407545,1727108441.20,246.39,36.51,-136.07,
5407946,1727108441.60,317.44,63.94,-131.70,
5408345,1727108442.00,359.75,69.63,-110.33,
5408744,1727108442.40,404.62,73.79,-83.64,
5409146,1727108442.80,449.26,92.64,-55.77,
5409549,1727108443.20,506.59,106.68,-30.98,
5409948,1727108443.60,401.59,116.42,6.09,
5410349,1727108444.00,363.87,122.38,37.07,
5410746,1727108444.40,367.96,124.99,73.25,
5411147,1727108444.80,365.69,140.79,102.93,
5411546,1727108445.20,280.15,118.36,113.28,
5411948,1727108445.60,245.45,97.75,118.51,
5412347,1727108446.00,226.88,94.96,135.47,
5412747,1727108446.40,233.84,90.27,148.81,
5413146,1727108446.80,182.13,67.93,152.53,
