millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
449744,1727103484.40,-17.53,-30.65,86.38,
450144,1727103484.80,-13.24,-24.74,88.94,
450544,1727103485.20,36.36,-51.01,90.04,
450944,1727103485.60,82.50,-54.16,93.41,
451344,1727103486.00,58.41,-54.68,89.49,
451745,1727103486.40,-8.43,-36.89,88.60,
452144,1727103486.80,-81.57,-20.79,74.87,
452545,1727103487.20,-145.83,-6.31,75.14,
452944,1727103487.60,-399.18,39.67,84.74,
453346,1727103488.00,-574.15,60.76,85.41,
453746,1727103488.40,-761.53,126.65,84.13,
454145,1727103488.80,-954.02,210.84,-16.23,
454545,1727103489.20,-1183.77,274.57,-146.55,
454945,1727103489.60,-1333.33,287.13,-171.94,
455345,1727103490.00,-1583.38,324.10,-143.69,
455746,1727103490.40,-1723.27,330.26,-82.66,
456146,1727103490.80,-1703.21,310.19,-30.47,
456547,1727103491.20,-1828.00,352.14,-13.23,
456945,1727103491.60,-1815.01,360.17,-18.11,
457346,1727103492.00,-1885.53,356.32,-33.42,
457747,1727103492.40,-1899.56,358.53,-9.36,
458145,1727103492.80,-2036.37,381.91,2.90,
458546,1727103493.20,-1857.74,371.96,16.17,
458948,1727103493.60,-1676.83,333.91,10.29,
459345,1727103494.00,-1401.80,274.41,43.70,
459746,1727103494.40,-1107.87,214.47,61.39,
460146,1727103494.80,-814.99,171.05,91.04,
460546,1727103495.20,-670.87,142.24,82.16,
460946,1727103495.60,-477.29,91.37,84.47,
461348,1727103496.00,-284.82,57.51,94.69,
461748,1727103496.40,-96.70,20.72,69.78,
462147,1727103496.80,112.05,-17.90,62.70,
462547,1727103497.20,333.00,-57.38,39.59,
462948,1727103497.60,586.51,-113.84,29.04,
463346,1727103498.00,1005.84,-198.86,44.83,
463773,1727103498.40,1377.34,-271.88,32.17,
464147,1727103498.80,1729.43,-333.54,29.07,
464547,1727103499.20,2107.95,-417.60,33.63,
464948,1727103499.60,2419.86,-484.35,45.95,
465353,1727103500.00,2642.28,-518.32,27.50,
465747,1727103500.40,2825.42,-541.66,-17.97,
466148,1727103500.80,3034.07,-605.39,-19.82,
466547,1727103501.20,3203.07,-632.37,-0.06,
466948,1727103501.60,3293.11,-645.44,-1.84,
467347,1727103502.00,3379.53,-663.19,10.40,
467750,1727103502.40,3324.11,-666.39,13.91,
468150,1727103502.80,3283.51,-656.89,30.86,
468550,1727103503.20,3092.45,-619.42,5.42,
468948,1727103503.60,3003.31,-593.32,-10.61,
469349,1727103504.00,2861.50,-575.01,-5.38,
469748,1727103504.40,2583.51,-530.21,17.67,
470148,1727103504.80,2303.08,-480.26,1.73,
470548,1727103505.20,2126.83,-459.43,-8.52,
470948,1727103505.60,1850.45,-411.44,-2.41,
471348,1727103506.00,1508.21,-375.83,-1.21,
471748,1727103506.40,1142.80,-300.04,9.41,
472150,1727103506.80,777.75,-225.98,-20.95,
472550,1727103507.20,430.62,-170.33,-37.07,
472949,1727103507.60,234.38,-130.96,-44.97,
473349,1727103508.00,-128.17,-87.98,-14.80,
473746,1727103508.40,-393.53,-25.58,2.34,
474149,1727103508.80,-721.14,34.48,-16.37,
474548,1727103509.20,-961.84,91.69,-42.89,
474949,1727103509.60,-1113.63,112.54,-32.18,
475349,1727103510.00,-1204.27,120.95,-13.27,
475752,1727103510.40,-1427.81,167.64,-20.37,
476150,1727103510.80,-1438.00,179.78,-16.88,
476550,1727103511.20,-1524.65,196.20,-15.70,
476950,1727103511.60,-1591.25,231.83,-36.06,
477350,1727103512.00,-1902.06,299.06,-49.10,
477752,1727103512.40,-2151.24,357.03,-47.90,
478152,1727103512.80,-2527.83,439.18,-29.90,
478552,1727103513.20,-2772.56,488.57,3.01,
478949,1727103513.60,-2995.33,560.27,7.84,
479352,1727103514.00,-3139.52,614.69,-19.81,
479749,1727103514.40,-3186.93,620.37,-22.85,
480149,1727103514.80,-3165.91,652.26,-19.48,
480550,1727103515.20,-2822.63,604.51,-20.87,
480950,1727103515.60,-2474.52,543.21,-17.07,
481350,1727103516.00,-2126.38,503.83,-47.63,
481751,1727103516.40,-1768.13,433.93,-63.90,
482152,1727103516.80,-1487.03,372.63,-39.71,
482552,1727103517.20,-994.25,302.91,-45.18,
482953,1727103517.60,-669.22,259.66,-67.13,
483353,1727103518.00,-378.73,222.07,-79.37,
483779,1727103518.40,-239.93,205.54,-93.29,
484151,1727103518.80,-1.44,157.67,-72.38,
484552,1727103519.20,168.59,133.65,-50.68,
484952,1727103519.60,266.99,112.92,-46.58,
485352,1727103520.00,398.05,95.05,-58.40,
485753,1727103520.40,433.58,95.73,-36.15,
486153,1727103520.80,575.73,78.86,-28.09,
486551,1727103521.20,708.84,48.10,-51.17,
486951,1727103521.60,856.34,22.77,-58.43,
487352,1727103522.00,986.44,2.21,-46.48,
487754,1727103522.40,954.01,17.99,-25.53,
488150,1727103522.80,842.71,30.28,-2.21,
488552,1727103523.20,788.46,39.38,-2.47,
488952,1727103523.60,740.90,45.57,8.79,
489351,1727103524.00,920.50,16.97,41.59,
489753,1727103524.40,754.48,25.29,82.01,
490154,1727103524.80,810.78,-1.44,95.41,
490552,1727103525.20,859.87,-23.64,88.57,
490952,1727103525.60,757.98,-9.64,93.22,
491353,1727103526.00,627.24,16.92,63.10,
491753,1727103526.40,448.42,36.78,54.81,
492154,1727103526.80,208.18,50.68,35.54,
492555,1727103527.20,-561.86,158.54,48.94,
492957,1727103527.60,-1124.00,223.83,75.68,
493356,1727103528.00,-1452.39,269.27,82.07,
493756,1727103528.40,-1532.53,264.23,72.78,
494156,1727103528.80,-1278.29,185.26,32.25,
494553,1727103529.20,-982.78,130.47,12.16,
494956,1727103529.60,-684.77,47.61,-29.58,
495355,1727103530.00,-376.43,-24.06,-72.55,
495756,1727103530.40,-249.62,-69.30,-123.55,
496156,1727103530.80,70.08,-140.73,-154.72,
496555,1727103531.20,394.91,-199.44,-190.55,
496956,1727103531.60,571.95,-230.51,-196.00,
497354,1727103532.00,417.08,-222.50,-157.03,
497755,1727103532.40,469.98,-231.41,-132.15,
498156,1727103532.80,1041.82,-351.81,-128.71,
498557,1727103533.20,3145.14,-692.74,-107.45,
498956,1727103533.60,3043.33,-672.46,-85.55,
499357,1727103534.00,2706.53,-627.52,-18.74,
499756,1727103534.40,2275.57,-545.92,30.04,
500156,1727103534.80,2286.82,-535.09,63.33,
500557,1727103535.20,1756.01,-448.20,89.73,
500956,1727103535.60,354.65,-203.18,160.92,
501355,1727103536.00,105.08,-148.97,202.00,
501755,1727103536.40,-369.20,-51.13,207.09,
502155,1727103536.80,-713.41,-2.45,202.63,
502555,1727103537.20,-1194.07,88.09,188.56,
502955,1727103537.60,-1313.47,128.02,189.15,
503355,1727103538.00,-1350.18,143.39,192.31,
503782,1727103538.40,-1134.23,106.44,175.73,
504157,1727103538.80,-1033.57,92.57,141.62,
504561,1727103539.20,-803.80,65.26,123.46,
504955,1727103539.60,-958.84,92.06,103.96,
505356,1727103540.00,-1457.37,162.50,81.84,
505757,1727103540.40,-1629.05,201.01,70.43,
506156,1727103540.80,-1521.20,195.88,85.61,
506555,1727103541.20,-1580.78,204.77,76.02,
506956,1727103541.60,-1994.48,291.48,55.56,
507358,1727103542.00,-2418.59,371.31,65.12,
507756,1727103542.40,-2640.93,427.33,30.47,
508157,1727103542.80,-2982.24,495.51,-7.71,
508558,1727103543.20,-3183.61,522.10,-40.82,
508958,1727103543.60,-3289.30,563.13,-84.35,
509356,1727103544.00,-3245.36,547.84,-129.01,
509757,1727103544.40,-3076.82,535.97,-147.58,
510159,1727103544.80,-2085.29,345.66,-154.50,
510557,1727103545.20,-1237.04,212.25,-150.87,
510958,1727103545.60,-545.36,94.61,-170.84,
511357,1727103546.00,61.08,8.77,-183.19,
511759,1727103546.40,640.37,-100.04,-184.45,
512157,1727103546.80,1028.01,-158.88,-149.74,
512559,1727103547.20,1162.54,-193.37,-119.76,
512958,1727103547.60,1340.33,-239.69,-65.44,
513359,1727103548.00,1587.76,-295.26,1.09,
513759,1727103548.40,1543.41,-273.71,28.67,
514158,1727103548.80,1277.52,-223.62,38.68,
514558,1727103549.20,1259.83,-217.66,44.20,
514959,1727103549.60,1203.97,-213.97,45.05,
515359,1727103550.00,1105.45,-195.03,42.09,
515759,1727103550.40,908.05,-131.94,11.05,
516159,1727103550.80,871.07,-132.99,-6.11,
516559,1727103551.20,610.09,-70.08,15.05,
516958,1727103551.60,396.60,-7.27,21.79,
517359,1727103552.00,305.47,21.89,30.20,
517759,1727103552.40,327.22,39.41,24.53,
518160,1727103552.80,518.85,-2.98,-5.73,
518560,1727103553.20,776.53,-58.64,-23.79,
518960,1727103553.60,1016.09,-124.68,-32.54,
519361,1727103554.00,1273.74,-180.57,-10.36,
519761,1727103554.40,1618.78,-260.05,26.34,
520161,1727103554.80,1985.58,-339.50,31.87,
520559,1727103555.20,2346.34,-384.64,21.19,
520960,1727103555.60,2599.64,-433.01,25.41,
521360,1727103556.00,2706.20,-450.19,52.17,
521759,1727103556.40,2754.40,-457.44,38.28,
522160,1727103556.80,2764.33,-438.96,37.61,
522560,1727103557.20,2633.88,-383.48,18.90,
522959,1727103557.60,2533.54,-348.97,-20.18,
523360,1727103558.00,2194.56,-264.40,-25.59,
523786,1727103558.40,1916.25,-208.05,-23.51,
524161,1727103558.80,1544.38,-125.08,-5.62,
524561,1727103559.20,985.44,-22.22,-16.53,
524960,1727103559.60,691.89,28.42,-39.57,
525361,1727103560.00,209.83,119.31,-36.04,
525760,1727103560.40,-47.90,157.38,-29.10,
526160,1727103560.80,63.02,119.13,-37.41,
526561,1727103561.20,256.24,69.56,-46.11,
526962,1727103561.60,549.47,12.87,-57.53,
527363,1727103562.00,784.57,-49.16,-65.46,
527760,1727103562.40,978.55,-97.01,-56.91,
528161,1727103562.80,1093.83,-165.30,-55.78,
528567,1727103563.20,1166.94,-215.14,-39.10,
528962,1727103563.60,1150.14,-248.70,-33.45,
529363,1727103564.00,992.73,-251.05,-35.81,
529762,1727103564.40,933.33,-277.88,-23.92,
530162,1727103564.80,780.55,-274.07,-28.50,
530561,1727103565.20,619.87,-277.40,-47.02,
530961,1727103565.60,296.76,-253.64,-41.38,
531362,1727103566.00,71.03,-224.19,-24.45,
531762,1727103566.40,-100.13,-206.37,-34.49,
532162,1727103566.80,-198.34,-181.67,-40.86,
532563,1727103567.20,-394.33,-151.47,-48.53,
532962,1727103567.60,-586.76,-117.07,-34.62,
533362,1727103568.00,-628.91,-95.69,-11.67,
533764,1727103568.40,-641.24,-84.83,21.68,
534164,1727103568.80,-670.01,-66.17,43.01,
534564,1727103569.20,-618.74,-57.39,50.65,
534964,1727103569.60,-597.68,-73.34,73.04,
535365,1727103570.00,-587.35,-59.27,102.24,
535767,1727103570.40,-560.31,-37.16,119.18,
536164,1727103570.80,-639.66,-8.73,104.36,
536564,1727103571.20,-631.32,8.36,93.73,
536963,1727103571.60,-658.51,15.37,90.16,
537363,1727103572.00,-701.27,64.46,91.30,
537763,1727103572.40,-741.38,97.28,62.12,
538163,1727103572.80,-871.45,132.59,32.38,
538564,1727103573.20,-1030.47,185.33,58.20,
538964,1727103573.60,-1078.35,218.74,73.42,
539365,1727103574.00,-1113.25,252.01,68.98,
539765,1727103574.40,-1202.43,284.33,46.97,
540165,1727103574.80,-1280.53,298.07,35.41,
540564,1727103575.20,-1267.51,313.41,47.58,
540965,1727103575.60,-1141.28,313.39,61.46,
541364,1727103576.00,-1096.67,332.96,86.16,
541768,1727103576.40,-1078.17,335.39,91.14,
542169,1727103576.80,-1250.70,388.94,94.37,
542563,1727103577.20,-1322.16,416.71,79.86,
542964,1727103577.60,-1348.93,421.88,74.53,
543363,1727103578.00,-1390.49,425.30,57.76,
543790,1727103578.40,-1427.96,443.73,41.88,
544163,1727103578.80,-1577.54,472.35,28.73,
544563,1727103579.20,-1562.48,458.77,4.55,
544963,1727103579.60,-1702.24,494.13,-11.04,
545365,1727103580.00,-1750.78,500.27,-36.42,
545764,1727103580.40,-1762.84,499.10,-64.64,
546163,1727103580.80,-1689.13,458.28,-107.01,
546563,1727103581.20,-1546.46,435.87,-106.11,
546963,1727103581.60,-1610.86,444.07,-121.35,
547363,1727103582.00,-1483.38,409.78,-105.28,
547765,1727103582.40,-1202.16,357.51,-109.91,
548165,1727103582.80,-1168.68,308.25,-90.69,
548569,1727103583.20,-938.20,245.78,-74.08,
548967,1727103583.60,-828.78,205.66,-71.45,
549367,1727103584.00,-908.05,217.79,-47.82,
549767,1727103584.40,-1004.42,237.09,-14.95,
550168,1727103584.80,-926.16,212.02,-1.25,
550565,1727103585.20,-983.51,217.52,-11.26,
550967,1727103585.60,-830.64,197.71,-22.19,
551366,1727103586.00,-655.10,123.53,-38.07,
551765,1727103586.40,-632.99,90.00,-28.93,
552167,1727103586.80,-641.31,73.29,-29.37,
552567,1727103587.20,-592.34,36.10,-15.11,
552965,1727103587.60,-392.89,-16.17,-4.51,
553367,1727103588.00,-323.76,-30.53,-31.05,
553766,1727103588.40,-280.35,-31.40,-73.33,
554167,1727103588.80,-112.15,-86.91,-92.39,
554566,1727103589.20,166.40,-169.13,-93.18,
554966,1727103589.60,397.13,-221.91,-87.20,
555367,1727103590.00,323.40,-199.87,-73.10,
555768,1727103590.40,453.74,-233.56,-41.04,
556167,1727103590.80,692.75,-278.97,-17.52,
556567,1727103591.20,738.74,-282.62,-17.37,
556968,1727103591.60,602.22,-252.52,-15.37,
557367,1727103592.00,545.90,-228.93,-30.63,
557766,1727103592.40,241.66,-178.75,17.51,
558169,1727103592.80,347.19,-205.67,45.77,
558570,1727103593.20,-84.59,-163.25,66.40,
558969,1727103593.60,-59.37,-147.40,122.40,
559370,1727103594.00,490.17,-235.37,98.20,
559769,1727103594.40,505.10,-224.02,69.96,
560172,1727103594.80,957.30,-297.55,100.64,
560569,1727103595.20,1041.50,-288.96,97.37,
560970,1727103595.60,1038.31,-264.45,92.73,
561372,1727103596.00,1082.49,-243.52,76.22,
561769,1727103596.40,1347.13,-274.81,67.43,
562169,1727103596.80,1466.36,-297.87,53.28,
562568,1727103597.20,1203.27,-232.16,37.74,
562972,1727103597.60,1070.68,-193.80,5.26,
563369,1727103598.00,952.57,-161.88,-47.30,
563795,1727103598.40,926.43,-151.70,-58.48,
564170,1727103598.80,908.55,-142.89,-62.10,
564575,1727103599.20,1173.00,-168.26,-63.96,
564970,1727103599.60,1039.48,-121.99,-92.89,
565371,1727103600.00,877.23,30.97,-94.52,
565773,1727103600.40,512.15,349.29,-22.26,
566176,1727103600.80,-1990.48,1851.10,306.15,
566572,1727103601.20,-2359.22,1573.03,847.79,
566972,1727103601.60,-2016.11,1226.11,846.19,
567372,1727103602.00,-1447.49,815.06,785.81,
567771,1727103602.40,-1218.63,521.65,602.39,
568171,1727103602.80,-805.31,231.21,396.49,
568570,1727103603.20,-394.86,29.98,207.48,
568970,1727103603.60,-138.84,-144.98,14.98,
569371,1727103604.00,303.45,-344.46,-138.91,
569771,1727103604.40,348.12,-460.90,-256.80,
570170,1727103604.80,479.90,-574.08,-336.00,
570571,1727103605.20,653.79,-664.75,-392.90,
570971,1727103605.60,764.62,-734.77,-452.67,
571372,1727103606.00,769.44,-768.95,-501.35,
571772,1727103606.40,728.93,-773.67,-535.03,
572171,1727103606.80,717.77,-785.90,-562.47,
572571,1727103607.20,782.69,-770.72,-593.40,
572972,1727103607.60,814.64,-798.11,-609.60,
573369,1727103608.00,844.77,-759.68,-601.17,
573771,1727103608.40,911.42,-750.41,-594.64,
574170,1727103608.80,953.27,-713.61,-564.74,
574570,1727103609.20,999.32,-671.39,-535.52,
574970,1727103609.60,1872.48,-756.05,-541.45,
575371,1727103610.00,2470.24,-808.08,-549.53,
575771,1727103610.40,2635.53,-749.31,-475.10,
576170,1727103610.80,2943.81,-716.07,-382.59,
576572,1727103611.20,2845.72,-638.39,-291.99,
576970,1727103611.60,2878.13,-573.79,-193.47,
577374,1727103612.00,3350.59,-603.04,-85.70,
577773,1727103612.40,3662.95,-606.53,-2.81,
578171,1727103612.80,3847.94,-604.14,79.20,
578569,1727103613.20,3933.15,-563.67,158.91,
578973,1727103613.60,3996.13,-524.45,219.93,
579373,1727103614.00,4072.43,-502.85,269.06,
579773,1727103614.40,4045.22,-461.57,328.04,
580173,1727103614.80,4020.32,-421.19,389.84,
580574,1727103615.20,3859.89,-380.36,421.88,
580973,1727103615.60,4347.23,-388.99,440.57,
581374,1727103616.00,4927.87,-435.96,428.96,
581771,1727103616.40,2965.54,-180.81,444.66,
582175,1727103616.80,2565.46,-84.71,486.79,
582573,1727103617.20,903.55,147.10,498.60,
582972,1727103617.60,750.59,201.75,520.96,
583373,1727103618.00,352.82,279.74,484.52,
583798,1727103618.40,169.40,325.00,448.39,
584175,1727103618.80,-878.17,508.52,425.19,
584575,1727103619.20,-918.18,567.44,378.26,
584974,1727103619.60,-2879.53,853.86,321.67,
585372,1727103620.00,-4109.17,1054.13,315.23,
585772,1727103620.40,-5589.95,1277.50,265.52,
586172,1727103620.80,-6630.47,1448.08,217.45,
586572,1727103621.20,-7159.33,1521.93,165.07,
586972,1727103621.60,-7598.23,1580.05,138.60,
587377,1727103622.00,-7776.85,1574.09,118.87,
587775,1727103622.40,-7707.40,1547.00,88.58,
588174,1727103622.80,-7417.15,1485.37,45.76,
588578,1727103623.20,-6880.85,1395.27,-9.08,
588975,1727103623.60,-6306.41,1281.34,-59.99,
589375,1727103624.00,-5809.08,1182.76,-56.69,
589775,1727103624.40,-5413.94,1095.82,-39.51,
590175,1727103624.80,-4800.50,986.12,-34.86,
590575,1727103625.20,-4213.92,874.90,-55.64,
590975,1727103625.60,-3509.38,746.27,-77.63,
591375,1727103626.00,-2798.40,588.89,-94.78,
591775,1727103626.40,-2104.33,460.60,-99.62,
592176,1727103626.80,-1459.79,307.22,-97.14,
592575,1727103627.20,-668.18,136.07,-89.69,
592975,1727103627.60,-74.68,19.76,-104.32,
593373,1727103628.00,520.06,-83.68,-137.18,
593776,1727103628.40,1143.65,-208.05,-149.91,
594176,1727103628.80,1331.47,-247.54,-145.20,
594576,1727103629.20,1493.77,-284.39,-113.08,
594975,1727103629.60,1711.32,-335.39,-98.89,
595376,1727103630.00,1927.59,-395.71,-94.84,
595774,1727103630.40,2019.17,-429.94,-100.73,
596175,1727103630.80,2045.88,-458.41,-133.13,
596574,1727103631.20,2111.46,-464.43,-143.98,
596976,1727103631.60,2034.45,-452.92,-150.57,
597375,1727103632.00,2079.01,-492.55,-142.70,
597776,1727103632.40,2127.12,-489.77,-138.44,
598177,1727103632.80,2108.95,-485.71,-135.19,
598577,1727103633.20,2022.56,-480.32,-114.79,
598977,1727103633.60,1776.69,-440.49,-98.79,
599377,1727103634.00,1642.30,-406.57,-101.71,
599778,1727103634.40,1453.70,-361.67,-103.53,
600175,1727103634.80,1317.09,-340.78,-108.74,
600576,1727103635.20,1013.69,-291.02,-118.18,
600978,1727103635.60,1577.54,-366.39,-162.82,
601377,1727103636.00,1093.79,-293.48,-199.64,
601779,1727103636.40,917.57,-250.40,-123.64,
602177,1727103636.80,690.38,-183.67,-84.59,
602576,1727103637.20,505.03,-147.49,-62.42,
602976,1727103637.60,174.35,-71.24,-49.67,
603377,1727103638.00,-189.09,-13.62,-13.33,
603802,1727103638.40,-281.09,11.66,15.31,
604177,1727103638.80,-560.43,59.53,10.37,
604576,1727103639.20,-706.92,124.30,-1.68,
604978,1727103639.60,-755.96,134.85,-45.05,
605378,1727103640.00,-816.52,134.46,-31.18,
605778,1727103640.40,-830.85,125.00,-40.41,
606177,1727103640.80,-609.66,75.10,-37.49,
606579,1727103641.20,-622.18,42.74,-17.61,
606978,1727103641.60,-519.36,25.83,20.87,
607378,1727103642.00,-429.61,4.51,13.63,
607779,1727103642.40,-495.92,-3.94,14.58,
608179,1727103642.80,-488.16,-18.13,19.45,
608579,1727103643.20,-380.63,-36.72,8.61,
608979,1727103643.60,-179.98,-91.60,-15.44,
609380,1727103644.00,169.66,-157.46,-33.41,
609779,1727103644.40,172.37,-148.40,-45.13,
610180,1727103644.80,264.46,-162.50,-33.59,
610580,1727103645.20,230.75,-160.80,-28.57,
610980,1727103645.60,318.74,-180.30,-8.20,
611379,1727103646.00,700.04,-265.40,26.78,
611779,1727103646.40,849.56,-284.84,63.83,
612180,1727103646.80,1044.38,-317.91,85.66,
612580,1727103647.20,1179.24,-343.86,109.04,
612979,1727103647.60,1064.39,-330.06,122.36,
613379,1727103648.00,987.42,-317.30,130.78,
613780,1727103648.40,927.93,-305.22,128.71,
614179,1727103648.80,869.27,-276.53,112.75,
614581,1727103649.20,850.80,-268.70,101.95,
614980,1727103649.60,877.34,-260.37,126.69,
615380,1727103650.00,689.84,-251.41,111.33,
615785,1727103650.40,293.58,-158.63,134.59,
616184,1727103650.80,39.11,-133.47,151.52,
616580,1727103651.20,-213.36,-79.69,152.96,
616984,1727103651.60,-406.70,-36.99,147.11,
617384,1727103652.00,-560.43,-3.94,135.31,
617780,1727103652.40,-495.05,-12.31,125.93,
618181,1727103652.80,-451.18,-20.55,103.31,
618585,1727103653.20,-411.31,4.66,85.55,
618986,1727103653.60,-138.82,-25.99,71.92,
619384,1727103654.00,77.97,-35.42,58.17,
619782,1727103654.40,128.50,-26.60,41.82,
620182,1727103654.80,345.81,-37.19,12.89,
620583,1727103655.20,626.69,-79.05,-14.84,
620982,1727103655.60,833.00,-78.77,-10.68,
621382,1727103656.00,1067.03,-110.63,-21.27,
621782,1727103656.40,1211.45,-117.29,-19.35,
622184,1727103656.80,1239.95,-120.31,-22.65,
622582,1727103657.20,1159.68,-120.07,-38.13,
622982,1727103657.60,1661.53,-216.14,-49.62,
623384,1727103658.00,1462.40,-188.57,-45.13,
623811,1727103658.40,1359.05,-178.21,-16.29,
624184,1727103658.80,1739.08,-213.67,-5.17,
624588,1727103659.20,1945.33,-252.48,-26.42,
624985,1727103659.60,2698.16,-373.06,-30.26,
625383,1727103660.00,3503.45,-491.63,-46.87,
625785,1727103660.40,3501.47,-489.88,-33.11,
626182,1727103660.80,3174.36,-424.74,-7.80,
626582,1727103661.20,2430.65,-324.50,26.23,
626983,1727103661.60,2557.03,-311.90,56.62,
627383,1727103662.00,2586.18,-303.88,32.41,
627784,1727103662.40,2637.10,-299.87,30.98,
628182,1727103662.80,2135.19,-216.19,24.53,
628583,1727103663.20,1838.44,-167.19,6.07,
628987,1727103663.60,1590.10,-130.37,35.52,
629387,1727103664.00,1041.19,-39.21,56.21,
629784,1727103664.40,731.29,-2.52,37.14,
630183,1727103664.80,209.91,86.60,21.35,
630583,1727103665.20,-366.93,151.77,-4.97,
630983,1727103665.60,-978.50,244.75,12.64,
631383,1727103666.00,-1592.27,309.81,14.08,
631784,1727103666.40,-2129.35,367.10,40.88,
632182,1727103666.80,-2697.08,465.89,15.87,
632583,1727103667.20,-3078.80,546.37,-28.80,
632984,1727103667.60,-3418.63,609.97,-91.87,
633384,1727103668.00,-3911.05,658.10,-132.53,
633784,1727103668.40,-4131.48,692.10,-139.04,
634186,1727103668.80,-4137.04,697.18,-174.15,
634586,1727103669.20,-3795.59,661.16,-236.61,
634982,1727103669.60,-3479.75,609.14,-281.84,
635387,1727103670.00,-3121.63,544.61,-269.90,
635785,1727103670.40,-2496.46,470.73,-243.27,
636184,1727103670.80,-2061.32,422.47,-238.13,
636584,1727103671.20,-1758.28,379.12,-217.80,
636985,1727103671.60,-1329.32,340.09,-209.49,
637382,1727103672.00,-1069.39,304.86,-199.94,
